taskSize,taskType,priority,resourceLoad,startupOverhead,actualTime
1,1,3,11.04,6.76,8.341
1,2,2,55.59,0.43,2.137
1,2,3,35.04,0.27,1.39
2,1,1,10.24,1.71,4.801
3,2,1,47.62,2.77,63.751
1,1,3,26.06,2.52,3.392
1,1,2,18.25,2.16,2.63
1,3,4,65.46,6.06,8.013
2,1,2,30.38,4.55,11.79
1,2,1,17.6,4.1,4.968
1,1,3,5.9,5.34,4.922
1,1,1,36.97,7.41,4.043
1,1,5,41.55,9.65,13.332
3,2,2,33.76,8.18,31.73
1,1,2,27.66,9.81,16.74
1,2,2,34.89,7.86,9.946
1,1,1,23.56,6.14,6.658
1,1,2,8.93,2.3,3.052
1,2,2,30.1,6.59,6.442
1,2,4,41.1,5.39,8.352
2,3,1,24.44,5.92,8.931
1,2,2,37.47,4.16,6.132
1,1,1,33.04,4.76,8.206
1,1,2,37.34,9.61,10.694
1,2,4,47.16,6.37,11.551
1,1,1,23.21,7.2,6.342
2,1,4,11.18,1.28,5.24
1,2,3,63.03,8.44,13.152
2,2,2,5.84,0.38,4.834
1,1,4,52.84,3.34,3.42
1,2,2,20.39,4.97,6.918
1,1,4,60.19,3.79,7.341
2,2,2,67.79,9.49,33.731
1,1,4,22.91,9.01,7.78
2,2,4,22.1,6.09,7.811
1,1,1,4.38,2.54,2.686
2,1,2,54.69,5.8,9.529
1,1,5,10.88,0.41,0.895
1,3,2,10.54,8.15,13.458
2,3,2,16.7,8.37,13.453
1,1,1,18.97,3.59,4.876
1,2,2,10.4,5.74,8.332
1,3,1,7.86,7.57,8.99
2,1,3,13.15,5.21,6.146
2,2,5,4.59,1.16,4.144
1,1,1,35.74,3.5,3.96
1,1,2,26.58,4.58,9.109
1,1,1,50.38,5.42,5.269
1,3,3,22.08,9.94,13.036
1,2,2,33.48,4.66,3.858
1,2,1,32.15,3.89,3.341
1,2,1,49.39,7.13,9.668
1,1,4,27.35,1.18,1.459
1,2,4,14.24,0.32,0.888
1,2,4,37.79,4.6,7.998
1,1,3,25.76,7.05,7.765
1,1,1,2.91,5.54,4.809
2,1,1,26.17,8.33,11.722
1,2,4,42.04,0.16,1.188
1,2,1,37.59,0.97,2.489
2,1,1,26.62,9.6,13.913
1,1,4,24.88,7.01,11.148
1,2,1,28.72,2.67,5.703
2,1,2,36.12,6.66,9.902
2,2,1,42.64,7.24,12.119
3,2,1,33.75,7.09,53.586
2,3,3,40.11,9.91,11.327
2,1,4,17.04,8.27,15.393
1,2,1,54.25,8.18,10.141
1,2,1,21.8,8.19,9.936
1,1,5,25.43,7.28,8.614
1,2,2,22.45,0.16,1.012
3,1,3,24.97,9.27,22.708
1,2,4,21.12,7.2,8.735
2,2,1,14.67,6.81,14.316
1,3,1,3.71,4.07,5.578
1,3,3,28.69,9.19,8.956
2,3,1,6.04,6.71,12.2
1,2,2,12.67,6.39,9.02
1,2,1,9.4,1.22,3.081
1,2,3,53.98,4.7,3.411
1,2,5,21.57,2.59,3.549
1,3,1,6.92,1.24,2.601
2,1,2,36.56,3.3,7.055
2,2,1,15.21,4.79,12.298
2,1,3,21.01,7.0,9.231
2,1,3,32.38,4.76,5.213
2,2,4,21.48,9.34,7.155
1,2,1,4.45,7.57,8.955
2,1,1,39.55,2.22,5.484
2,1,2,22.66,1.25,5.749
1,1,2,6.52,8.38,12.014
1,2,4,61.12,8.03,17.863
2,1,2,23.95,5.51,9.546
3,2,5,21.79,1.53,21.956
3,1,1,23.91,0.79,15.081
1,2,2,22.66,9.43,7.827
2,1,1,9.54,5.7,11.982
1,1,1,6.42,6.59,5.629
2,1,2,12.84,0.11,2.569
2,2,3,5.13,9.76,15.675
3,3,1,2.7,2.59,17.324
3,2,1,9.24,2.6,20.73
1,3,2,53.86,3.95,4.627
3,2,1,15.34,1.42,29.433
2,1,1,13.33,4.18,7.219
1,2,3,22.26,9.83,10.376
1,2,2,62.36,1.41,2.335
2,2,3,20.83,8.61,23.548
1,3,1,34.55,3.13,4.358
1,2,1,29.72,1.11,1.682
1,2,1,12.22,9.29,10.218
1,1,2,5.99,7.54,5.54
1,1,2,32.44,4.27,4.676
2,1,3,37.71,1.29,4.08
1,1,1,47.31,2.21,2.557
2,2,1,50.65,0.56,12.325
1,1,2,24.42,8.29,7.62
2,1,4,3.88,1.83,3.975
1,2,3,41.97,2.56,3.96
2,3,3,36.26,0.47,2.88
2,1,1,27.4,0.59,5.516
2,2,4,58.01,9.7,27.379
1,1,1,16.24,5.17,5.496
1,3,2,31.92,5.27,3.774
1,1,4,44.02,1.89,3.618
1,2,1,20.96,6.81,6.682
1,1,5,11.05,8.09,10.521
2,3,4,11.47,5.19,6.81
1,1,1,62.05,0.42,2.302
1,3,3,16.54,1.44,2.071
1,1,3,23.48,4.41,6.554
1,2,2,39.58,0.94,1.433
2,1,2,17.93,6.14,7.238
1,1,3,10.93,8.16,9.579
1,2,1,33.25,4.07,6.082
1,1,3,24.61,2.54,3.143
2,1,3,9.25,4.91,6.345
2,1,4,27.2,5.97,9.085
1,1,3,20.71,6.7,8.961
1,2,1,11.7,4.74,5.527
2,1,1,19.25,3.17,6.435
2,3,4,41.18,1.68,5.859
1,1,5,20.05,2.08,3.23
1,3,2,51.76,3.11,4.879
1,1,2,46.23,6.81,10.754
2,2,1,38.19,1.9,12.791
1,2,2,8.81,3.35,4.381
2,1,2,15.38,4.14,4.718
2,1,3,5.78,0.75,4.463
2,1,1,22.56,9.51,13.62
3,3,4,32.24,5.73,17.013
1,3,5,42.77,6.81,9.785
2,1,5,50.28,7.79,7.829
2,1,3,25.71,9.97,15.986
2,1,2,12.99,5.68,8.477
1,1,1,13.02,0.45,1.065
1,1,2,31.97,1.77,2.554
3,2,5,26.17,1.84,21.04
1,2,2,14.59,5.87,6.575
3,1,3,30.48,2.94,13.717
1,2,1,20.37,2.17,3.166
1,1,5,52.84,1.2,1.452
3,2,5,43.9,1.26,21.552
2,1,1,31.84,7.84,12.301
1,1,1,68.59,8.18,6.539
1,1,2,11.36,4.77,5.056
1,1,3,13.78,2.08,2.208
1,2,3,27.05,4.62,5.221
1,1,2,29.43,0.64,1.514
1,1,3,41.63,8.86,10.518
1,2,3,29.51,2.72,3.569
1,2,2,25.82,8.16,12.553
3,1,4,22.51,9.83,21.048
2,3,1,54.99,3.03,18.303
1,2,1,20.28,0.87,2.752
3,3,1,8.91,7.76,29.397
1,3,1,40.77,0.64,1.092
1,2,1,20.95,6.64,5.986
1,1,1,42.2,5.49,5.126
2,2,2,6.64,2.05,7.597
1,1,1,31.86,5.12,6.14
1,1,1,32.94,6.02,5.865
3,1,2,44.25,9.29,22.167
2,1,1,17.83,2.85,6.875
2,1,1,31.54,1.13,4.696
2,2,1,13.44,9.38,11.688
2,3,1,10.14,5.18,11.037
1,2,1,31.85,5.78,3.582
2,1,4,25.9,7.91,16.166
1,3,4,12.05,9.5,8.575
1,3,2,41.3,2.83,4.889
3,1,2,19.06,6.56,21.434
1,3,1,10.12,8.13,9.083
1,2,1,34.99,8.84,10.554
1,1,3,46.59,7.03,10.779
2,1,4,14.19,6.21,11.92
3,2,3,42.19,3.3,40.685
1,3,2,8.94,7.7,10.596
1,1,2,3.66,8.16,7.932
2,3,1,8.17,9.83,11.125
2,1,2,38.52,4.2,8.594
1,2,1,26.3,3.61,5.553
1,2,3,32.7,4.89,6.601
1,1,1,57.28,8.57,18.582
1,1,2,12.66,3.02,4.381
2,1,3,42.96,1.27,2.856
1,1,4,46.63,2.42,1.94
2,1,1,11.61,4.29,9.995
2,2,1,35.62,6.1,9.905
2,1,2,15.23,8.77,7.154
2,1,1,35.92,5.27,18.816
1,1,1,43.12,4.73,4.726
1,2,2,17.49,9.15,5.984
1,3,1,4.28,5.8,6.021
2,2,3,47.36,1.22,6.661
2,1,3,11.54,4.69,5.87
1,1,2,17.38,3.35,2.869
2,2,3,20.05,3.87,7.218
1,2,2,23.78,5.77,8.889
1,1,1,11.57,9.77,6.801
1,2,1,31.96,0.74,2.153
3,1,3,15.66,4.25,14.714
1,1,1,9.48,6.95,7.402
1,2,1,7.22,3.12,4.833
2,1,3,36.68,2.92,8.305
1,1,2,29.41,0.4,1.581
1,2,1,35.55,4.33,5.157
1,1,2,6.79,2.4,3.789
1,1,1,46.53,3.98,2.958
1,1,2,13.56,4.73,7.691
1,2,2,44.59,5.8,8.79
2,3,2,29.55,0.17,5.092
2,2,1,21.18,3.19,13.702
3,3,2,37.43,8.36,19.15
1,3,2,11.43,8.45,11.267
1,3,3,17.88,0.7,1.137
1,1,3,54.6,7.4,8.522
1,2,1,17.3,8.55,7.799
2,2,2,39.3,8.5,8.255
1,1,2,45.41,2.84,5.701
2,1,3,22.05,4.79,10.16
2,3,1,43.44,9.7,14.201
1,1,2,46.18,3.28,4.861
3,3,3,18.58,1.29,14.845
1,1,2,4.74,4.29,6.007
3,1,1,23.79,9.05,20.097
2,1,1,49.09,1.16,8.357
1,2,1,40.05,6.78,4.615
1,1,3,22.42,7.56,11.625
1,2,1,27.69,0.13,1.022
2,2,1,30.4,6.48,10.695
1,1,1,5.39,1.7,1.571
2,1,1,26.26,6.07,6.504
1,2,4,44.5,6.54,11.159
3,3,1,27.36,0.37,17.162
1,2,1,11.87,1.78,4.186
2,2,2,14.7,8.17,13.141
2,2,1,37.3,4.59,10.658
1,3,1,6.7,0.42,1.31
1,1,2,6.59,0.21,0.8
1,1,3,37.91,7.91,8.349
2,1,1,5.24,2.19,5.588
2,1,1,33.06,0.3,4.408
1,1,2,13.32,1.65,3.199
2,3,1,27.92,8.04,10.072
3,2,1,39.04,9.85,58.303
2,2,1,33.2,9.84,13.212
1,3,1,27.04,3.07,3.025
1,1,2,19.96,0.63,0.876
3,3,2,57.34,0.35,47.622
2,2,2,38.13,2.18,8.348
2,1,4,65.8,4.49,14.738
3,1,2,51.71,1.17,36.622
1,1,3,25.22,6.38,6.205
2,3,2,37.33,5.75,7.408
2,3,1,14.3,0.2,3.236
2,1,5,23.65,0.73,1.74
2,2,1,42.26,9.61,17.389
1,1,2,58.72,8.9,17.04
1,2,4,35.29,5.0,8.319
3,1,2,40.05,0.97,20.9
2,1,1,52.79,5.89,14.786
1,3,1,7.78,4.53,5.214
3,1,1,23.31,2.85,13.634
1,2,1,41.92,2.29,4.78
1,1,2,32.67,8.55,8.467
3,1,4,4.35,1.73,12.044
2,2,2,56.81,7.06,22.698
2,3,4,7.03,1.32,2.232
2,2,1,14.8,5.74,8.65
1,1,2,31.91,2.63,3.642
1,3,1,67.06,4.83,4.396
2,1,1,22.01,6.85,6.847
1,3,1,43.8,7.2,5.482
1,3,3,32.6,8.53,8.278
1,3,3,29.57,2.81,1.782
1,2,2,6.12,7.02,6.972
1,3,1,44.05,2.07,3.906
2,3,1,29.44,7.44,13.325
2,3,1,22.73,0.45,3.674
1,1,2,28.5,4.54,5.815
1,1,1,45.71,3.8,3.352
1,3,5,9.11,1.96,2.549
2,1,3,12.49,2.55,4.957
1,2,3,14.38,9.77,9.655
1,2,1,10.96,0.97,1.902
2,1,1,50.11,9.53,12.846
1,1,2,31.35,5.59,5.246
2,1,1,31.65,1.03,2.718
2,1,2,37.82,2.22,9.279
1,3,2,29.17,9.97,12.78
1,1,1,10.56,6.8,9.476
1,1,1,20.7,9.92,13.343
2,1,2,21.31,4.73,9.692
3,1,2,36.1,9.39,25.061
2,2,1,12.05,7.03,11.843
3,1,3,23.72,6.47,15.376
2,1,2,37.98,2.02,4.528
1,3,5,21.64,6.96,4.388
1,2,1,18.32,4.86,6.648
2,1,2,44.3,6.85,10.544
2,2,2,24.17,1.61,7.351
1,1,3,12.59,1.16,1.184
1,1,5,15.94,6.42,7.649
1,1,2,19.84,3.82,2.84
1,2,2,16.68,8.04,8.072
2,1,2,33.18,1.66,6.187
2,2,1,10.26,7.45,13.413
2,2,4,23.94,0.25,3.788
1,1,1,28.44,7.21,7.72
2,1,3,37.55,7.16,6.415
1,1,3,31.34,3.57,3.932
1,3,4,32.5,1.26,1.45
2,2,2,42.4,3.31,8.97
3,1,2,31.17,4.01,23.42
3,2,5,21.32,2.15,19.046
1,1,2,35.89,1.09,1.629
1,1,1,44.66,2.06,2.427
2,1,1,11.12,2.65,5.75
2,2,1,22.45,4.42,14.543
1,1,1,49.99,6.43,9.584
1,3,3,19.51,9.98,8.668
1,1,1,39.99,9.71,7.833
1,1,2,28.03,2.95,4.183
1,2,1,71.32,2.52,3.867
2,3,2,20.81,2.75,9.683
1,1,1,2.36,6.22,6.143
2,2,3,34.63,7.0,11.694
2,1,3,43.82,7.12,13.361
1,1,2,42.07,7.84,7.999
1,1,1,51.38,0.15,1.731
3,1,3,9.08,3.2,14.175
1,3,2,36.11,9.78,11.958
2,2,4,6.97,1.15,3.667
1,1,4,49.71,2.4,2.113
1,2,3,49.82,7.75,6.289
3,1,3,53.29,7.94,26.748
1,1,2,33.81,1.92,3.672
1,1,2,27.97,0.71,1.422
3,1,1,10.6,4.13,23.009
1,1,2,31.92,7.11,7.173
1,1,4,52.5,8.93,16.715
3,1,1,49.99,3.4,28.592
1,1,2,36.01,4.04,5.254
2,1,2,45.89,6.53,12.153
2,2,2,19.67,7.16,13.664
2,2,2,41.7,10.0,26.394
1,2,2,26.22,6.43,2.481
1,3,1,29.54,0.25,2.081
2,1,4,57.72,9.23,7.374
2,2,1,38.38,4.05,13.991
1,2,1,36.15,1.93,3.287
1,1,2,39.51,4.82,3.705
1,2,2,14.77,3.36,5.638
1,2,1,24.4,5.42,5.341
2,1,1,33.51,0.19,4.405
3,2,3,28.71,7.91,27.471
1,1,2,23.78,5.35,6.075
3,1,4,45.42,3.03,28.262
2,2,2,60.47,8.48,30.749
2,3,1,7.58,6.15,9.634
3,3,2,63.3,9.54,76.576
1,2,2,38.34,3.52,6.577
3,1,2,17.3,4.8,24.053
1,2,1,35.3,6.13,12.899
1,3,2,11.04,4.73,5.685
1,3,1,17.79,0.49,0.851
1,3,1,46.35,4.02,3.577
2,2,1,17.45,0.11,8.509
1,2,4,11.28,1.9,1.988
1,1,2,54.87,1.65,5.511
1,2,5,22.02,1.51,1.619
1,1,2,42.46,8.07,6.024
1,1,1,13.84,5.43,5.95
1,2,3,44.14,7.75,10.397
3,3,2,25.31,6.6,25.163
2,1,2,25.59,1.96,10.304
1,1,5,21.6,4.33,4.827
2,1,3,19.0,2.54,5.833
2,2,2,34.44,6.85,16.494
1,3,1,3.14,8.68,7.88
1,2,3,33.1,8.05,15.391
1,1,2,34.87,1.04,1.739
1,2,4,25.86,3.34,4.831
2,1,1,16.05,4.16,11.329
1,1,4,16.59,1.56,2.636
1,2,1,21.97,6.2,6.838
1,2,2,35.15,0.74,1.395
2,2,2,27.6,0.62,5.887
3,3,3,35.73,9.6,34.693
1,1,2,15.6,4.37,3.391
1,1,2,22.25,9.42,5.392
2,2,2,33.12,2.59,20.085
1,3,4,10.45,0.38,0.732
1,3,2,20.76,3.29,3.39
2,3,2,3.8,9.04,11.338
1,2,1,45.5,2.79,2.434
1,3,1,28.6,7.77,11.949
1,2,2,2.29,2.72,5.356
1,1,5,38.08,3.92,4.368
3,2,2,42.04,6.3,22.809
1,2,1,36.65,5.0,6.578
1,2,1,8.19,4.78,3.894
2,1,1,25.46,5.85,10.275
2,3,1,38.63,3.91,10.576
1,3,1,25.52,7.96,9.009
2,3,1,39.71,1.4,6.975
2,1,2,57.95,9.47,9.802
1,1,1,33.79,2.63,4.169
1,3,1,9.02,9.28,16.986
2,3,5,51.0,8.58,10.948
1,1,3,37.14,8.26,10.157
1,2,1,9.78,2.89,4.237
1,1,2,18.84,7.44,6.966
1,3,5,34.67,8.97,14.814
1,1,1,22.53,7.65,8.859
1,1,4,59.03,2.04,2.408
2,1,2,23.01,7.1,8.152
2,1,1,21.21,2.86,6.296
1,3,4,19.96,7.38,9.461
1,2,3,6.63,7.31,10.912
3,1,1,65.65,1.73,18.459
2,1,1,47.37,2.05,8.527
2,2,1,22.64,0.42,8.162
1,3,2,45.25,6.72,6.138
1,1,2,21.43,2.36,3.365
1,2,2,35.26,2.64,3.773
2,3,3,38.4,6.7,10.249
3,1,1,43.87,5.81,26.745
1,3,1,27.42,4.42,5.363
2,1,1,46.77,5.6,9.602
2,1,1,24.93,2.88,5.257
2,3,5,41.0,6.49,23.824
1,3,2,39.74,9.96,14.928
1,1,1,27.32,6.61,5.325
3,2,1,18.4,1.95,22.984
1,2,1,24.87,1.83,3.362
1,3,5,5.92,2.28,3.545
1,2,4,7.01,6.71,7.405
1,3,1,12.24,3.23,2.63
1,2,3,55.56,1.6,2.694
1,1,3,18.23,5.46,9.764
3,1,5,33.79,9.54,18.522
1,3,1,30.32,8.57,11.619
3,3,1,17.66,8.24,38.345
3,1,2,4.74,3.8,16.459
2,2,3,18.48,1.76,8.767
2,1,1,33.55,0.54,3.487
2,2,2,44.99,5.09,10.972
1,1,3,7.07,0.43,0.826
1,3,2,16.91,9.15,8.276
3,2,2,43.53,2.92,44.495
1,2,2,20.57,7.71,6.509
3,1,2,23.28,4.94,27.829
1,1,3,50.74,1.24,2.499
1,2,2,22.65,6.05,4.691
2,1,2,7.51,4.36,6.857
2,1,1,29.87,8.27,13.621
1,3,2,21.99,7.14,5.991
2,1,1,4.28,3.85,6.934
1,1,3,54.64,1.81,2.737
1,3,1,23.49,9.75,9.988
2,2,4,8.27,0.49,6.842
1,1,1,28.16,6.01,5.878
1,2,1,11.97,3.16,5.872
1,1,5,37.64,4.95,4.688
1,1,1,25.05,9.27,6.462
3,1,3,23.69,3.62,19.501
1,1,1,22.32,3.83,8.063
2,3,3,46.15,0.4,5.17
2,3,2,38.92,5.69,6.051
1,1,1,32.51,4.45,5.248
3,3,3,65.36,2.06,28.435
1,3,1,7.7,2.73,4.876
1,1,1,10.67,1.11,1.41
2,1,2,14.54,2.28,7.588
2,1,3,49.94,1.84,9.393
1,1,5,13.36,2.69,2.398
2,1,4,15.12,9.03,8.6
3,1,4,15.67,1.93,19.05
1,2,4,42.44,0.96,1.823
2,1,2,16.13,2.06,3.915
1,1,2,5.68,8.52,13.171
1,1,2,20.35,8.3,8.096
1,2,4,19.98,5.03,4.755
1,1,4,37.64,5.95,6.963
2,1,2,21.98,9.76,19.779
1,2,3,15.99,9.68,4.951
1,1,4,10.01,8.83,11.002
1,1,2,64.51,3.71,6.933
1,1,5,23.23,4.59,6.786
1,3,2,21.05,4.21,4.164
1,2,2,38.97,6.25,7.469
1,2,5,20.43,0.97,1.487
1,3,1,7.91,9.79,10.498
1,2,1,19.73,5.86,6.824
1,1,2,12.45,2.21,2.507
1,3,1,78.63,8.78,18.255
2,1,3,29.03,8.7,9.551
2,1,3,46.02,4.66,9.705
1,1,2,33.61,0.81,2.013
1,1,2,13.47,5.39,3.57
1,2,1,34.75,9.05,7.428
1,1,5,28.96,2.85,3.08
1,2,2,32.94,4.46,10.538
3,2,3,12.97,1.93,27.953
1,3,1,60.49,1.74,3.528
1,1,2,35.07,9.14,7.925
2,1,2,51.86,4.95,9.933
3,2,2,66.76,3.98,33.992
1,1,5,31.94,1.98,2.654
1,1,4,34.73,1.12,2.242
1,1,1,16.94,8.4,6.296
2,1,1,14.84,9.97,10.419
1,1,2,29.12,3.01,3.056
1,3,1,33.73,1.11,1.423
1,1,2,22.22,9.82,8.266
1,2,1,34.77,8.28,5.337
2,1,2,15.99,7.52,8.673
1,1,3,16.62,3.96,4.584
1,2,1,9.01,9.42,10.419
1,3,1,16.09,5.43,4.076
2,2,1,45.94,3.88,16.812
1,3,2,16.41,6.85,3.785
3,1,2,18.13,0.68,13.726
1,1,1,44.82,3.55,5.525
1,1,2,22.47,8.43,16.766
1,2,2,41.06,8.47,4.979
1,2,1,20.3,1.58,3.552
1,2,1,13.82,3.91,5.37
1,3,2,27.44,9.6,8.459
1,1,2,43.85,8.33,5.5
1,2,2,29.36,7.5,7.468
2,1,2,27.72,4.45,8.466
1,1,3,19.03,0.51,0.826
2,1,1,3.89,8.89,10.16
2,2,2,54.53,4.56,14.026
2,3,2,60.59,2.68,7.377
1,2,1,41.83,7.44,6.078
1,2,1,33.27,1.4,2.563
2,3,4,34.45,8.42,16.245
1,2,1,20.17,7.53,9.54
1,1,1,23.98,1.44,1.451
1,2,1,38.98,4.57,4.679
1,1,3,9.83,9.31,8.618
1,1,4,33.42,9.91,7.717
1,3,4,35.11,0.92,1.531
2,1,1,16.61,9.64,15.176
1,3,4,23.1,8.7,13.436
1,2,4,42.87,2.88,2.25
3,2,2,3.9,9.02,40.251
1,2,3,31.17,3.96,5.747
1,2,1,31.39,1.18,3.9
1,3,2,46.82,0.68,3.032
1,2,1,22.97,3.89,5.022
1,1,4,28.01,6.34,5.011
1,3,1,18.63,3.99,8.059
2,1,1,10.1,1.05,5.142
2,1,2,44.31,8.6,8.504
1,3,1,17.12,5.88,6.58
2,1,2,32.62,4.36,7.257
1,1,3,25.19,7.28,7.686
2,2,1,9.22,9.53,19.771
1,3,2,9.45,8.59,9.052
2,3,1,11.03,9.71,16.59
1,1,2,67.03,0.31,1.429
1,2,2,4.32,8.85,6.942
2,1,1,55.73,2.74,10.624
1,2,4,44.89,4.95,5.503
1,1,4,8.52,1.85,3.036
1,1,1,18.64,3.92,3.843
2,3,2,64.61,7.91,17.056
1,1,4,65.08,8.46,9.824
1,2,1,68.45,9.9,16.892
2,1,2,61.19,5.63,10.887
1,1,2,8.82,7.97,8.91
1,2,4,16.12,3.47,2.769
2,1,4,24.27,9.29,11.058
3,1,1,45.62,7.89,27.096
2,1,5,17.94,1.43,1.953
1,1,1,37.96,5.54,5.887
1,3,2,44.81,4.01,3.963
2,1,1,21.62,3.39,5.53
1,2,2,37.14,6.22,6.957
2,1,2,24.09,4.03,6.261
1,2,1,21.59,8.86,8.748
2,2,1,6.71,8.23,18.557
1,1,1,54.02,9.22,6.655
3,1,1,31.17,6.64,46.139
1,1,1,36.38,6.88,5.077
2,3,1,43.88,3.49,7.837
1,2,2,28.87,0.56,1.661
1,1,3,14.59,7.4,8.382
1,2,2,25.25,0.59,1.611
1,2,1,7.94,1.94,3.21
1,1,3,29.43,0.32,0.665
1,1,2,35.38,5.7,8.436
3,1,3,50.59,5.95,19.228
2,1,3,21.77,5.69,8.265
2,3,1,40.74,0.67,4.275
1,2,1,27.53,6.51,10.497
1,3,4,22.48,0.2,0.671
1,2,3,33.85,3.84,2.951
1,3,1,5.89,2.1,2.549
1,1,2,43.09,1.71,2.474
2,1,2,13.45,6.95,9.398
1,1,2,23.65,9.95,16.045
1,1,2,49.39,2.76,5.138
1,1,3,25.97,1.68,2.385
1,2,1,32.45,7.47,6.595
1,1,4,25.82,0.93,1.19
1,1,2,36.14,6.78,7.445
1,1,4,52.94,2.19,2.847
1,3,5,44.28,6.05,7.06
2,1,2,21.3,8.65,13.65
3,1,1,25.91,9.93,21.683
1,2,1,48.26,4.67,4.656
1,1,3,1.26,4.83,4.669
1,1,2,39.22,5.34,4.972
2,1,2,20.45,4.1,7.138
1,3,2,14.88,7.13,9.567
1,1,1,60.69,4.54,5.231
1,2,1,35.7,8.82,7.787
3,1,2,28.23,2.9,15.802
1,3,2,34.17,4.03,4.631
1,2,1,63.3,7.11,7.528
1,3,1,16.44,9.23,11.329
1,3,1,3.77,7.95,8.26
1,3,1,47.94,5.54,7.265
2,1,1,19.32,0.34,3.043
2,2,5,19.56,2.27,4.776
3,2,1,34.14,3.04,28.84
3,1,1,60.54,2.79,13.014
1,1,3,42.62,0.54,0.564
2,1,2,25.09,9.43,12.629
2,3,1,51.07,7.14,21.187
1,3,3,52.52,7.08,5.696
2,3,4,16.25,8.04,19.412
3,1,1,49.91,1.8,28.024
2,2,1,17.04,9.12,19.189
2,1,4,5.97,5.19,7.601
1,3,2,4.0,5.79,7.946
2,1,1,12.73,2.58,5.42
1,2,3,48.11,2.67,3.094
2,3,3,46.59,8.56,16.053
2,1,1,15.73,0.85,3.593
1,1,1,18.07,2.29,2.508
1,1,3,26.0,1.87,2.808
2,1,1,56.31,8.47,14.035
1,2,2,6.58,6.75,6.145
1,3,3,23.14,7.69,6.961
1,3,1,10.68,1.38,2.096
2,3,3,13.48,0.37,2.68
1,1,2,34.66,8.31,5.884
1,1,3,19.8,5.04,5.357
2,1,2,17.9,4.22,9.628
1,2,2,23.21,2.01,3.082
2,2,2,30.62,9.1,15.756
1,2,3,53.18,5.61,4.643
1,1,3,14.49,1.07,1.717
2,2,2,14.83,6.75,14.411
1,1,1,71.75,1.19,1.609
3,1,4,2.95,3.78,16.313
1,2,4,14.57,3.23,2.888
2,3,1,1.28,4.01,6.169
1,2,2,17.94,5.74,5.488
2,1,1,9.87,1.28,3.324
1,1,1,45.96,4.27,3.409
2,3,1,28.67,8.2,11.463
1,2,1,64.64,1.65,6.543
2,3,1,53.1,1.01,17.111
1,1,1,21.15,5.83,6.102
1,1,4,24.92,2.28,3.715
2,2,5,12.09,8.24,11.123
1,3,2,35.68,8.19,9.686
2,3,4,30.95,7.1,12.672
2,2,3,52.5,0.78,16.737
1,3,1,63.31,4.38,5.874
2,2,2,8.99,2.7,8.68
1,2,4,56.96,7.33,10.889
1,3,1,31.82,6.16,3.759
1,1,2,22.57,1.06,1.542
1,1,2,39.01,7.59,8.362
2,1,3,16.87,1.18,3.751
3,2,1,21.41,7.57,42.657
3,3,3,29.22,9.06,34.223
2,1,1,45.33,4.7,11.825
1,2,1,28.92,4.93,4.741
1,2,1,8.67,5.67,6.227
1,2,3,27.1,7.83,7.46
2,1,2,21.64,7.5,13.252
1,1,1,43.46,1.91,1.719
3,1,1,22.14,8.43,24.585
1,1,1,19.44,6.35,7.613
1,1,1,4.66,7.86,8.557
2,1,3,32.67,2.22,3.527
1,2,5,42.63,7.98,10.154
1,2,4,25.4,2.9,3.293
1,2,1,10.81,8.2,10.577
3,1,1,16.59,2.29,15.409
1,2,1,4.88,4.74,2.763
1,1,1,9.4,2.48,3.13
1,2,1,36.59,3.53,4.375
1,3,2,17.72,4.5,7.549
1,2,3,20.64,1.39,2.333
1,1,2,29.71,8.38,10.02
1,1,2,36.16,2.13,1.699
3,2,2,13.21,1.93,35.858
2,3,2,22.22,6.25,17.358
2,2,4,23.52,9.34,9.706
1,1,1,56.84,1.42,3.251
1,2,2,15.82,0.81,1.796
1,1,1,38.29,0.66,0.948
1,1,2,23.65,9.37,14.09
1,1,1,7.74,8.29,7.077
1,2,2,17.13,5.41,5.902
1,3,2,13.96,9.27,9.646
1,1,3,55.44,2.17,3.927
1,2,1,12.34,3.04,2.947
1,2,5,29.43,9.65,9.656
2,2,3,22.76,8.6,14.623
1,1,2,3.76,5.61,8.231
2,2,2,12.85,8.89,16.094
1,3,2,12.99,8.2,8.321
3,1,1,48.06,1.43,27.077
1,2,1,10.51,3.5,5.011
1,2,1,50.25,2.73,3.916
2,3,5,9.35,9.12,11.121
1,1,1,40.63,1.0,2.871
1,3,4,42.66,4.26,5.183
1,1,4,9.89,4.4,3.738
3,1,3,39.03,9.11,33.519
2,1,3,30.91,7.65,11.13
1,2,2,45.62,5.21,5.241
2,1,1,57.98,6.5,11.255
1,1,1,13.67,9.32,11.39
1,3,3,7.58,5.98,7.456
1,2,3,35.28,9.38,10.692
1,2,5,31.34,5.34,6.903
3,1,1,23.44,6.69,43.631
2,3,1,48.77,6.41,25.464
3,2,2,58.23,8.47,19.997
2,3,1,19.49,6.9,9.641
1,1,1,25.29,8.48,11.197
2,1,2,32.39,0.59,4.539
1,2,4,2.73,5.56,8.167
2,2,1,62.19,6.87,16.735
1,3,1,18.06,5.47,6.094
2,1,1,29.39,5.11,6.801
2,2,1,48.29,7.7,20.435
1,1,3,18.84,7.55,8.368
1,1,1,44.32,5.16,10.236
1,3,1,42.32,2.5,3.036
1,2,5,42.34,5.01,10.575
2,1,2,13.19,2.69,8.1
