taskSize,taskType,priority,resourceLoad,startupOverhead,actualTime
1,1,1,54.37,6.15,5.008
2,2,1,39.42,9.61,18.458
2,3,2,67.3,3.2,21.341
1,2,1,18.7,5.64,6.717
1,2,1,33.83,3.25,4.118
1,2,1,15.99,1.12,2.323
1,3,2,32.77,8.91,9.268
1,2,1,49.88,8.9,21.795
2,1,1,41.64,0.68,6.551
3,1,4,13.97,7.04,10.675
1,1,1,40.53,5.08,8.835
2,1,1,19.53,2.42,5.189
3,1,2,17.38,7.26,22.872
1,1,1,7.99,5.39,7.472
1,1,3,49.78,0.26,1.639
2,1,1,13.82,4.92,9.083
2,3,1,51.13,4.18,10.914
1,1,3,27.03,7.16,6.979
2,3,3,2.5,3.01,6.272
2,1,3,19.82,7.29,15.719
2,3,1,42.44,1.14,4.389
2,2,2,39.83,9.74,15.639
1,3,5,4.62,2.12,3.01
1,2,2,61.98,7.55,20.566
1,2,4,56.68,4.2,10.598
3,1,2,21.44,4.37,20.775
3,1,3,56.57,9.72,39.975
2,2,1,47.07,5.71,19.613
1,1,4,15.85,7.71,7.649
1,1,4,19.63,7.96,10.512
1,3,3,52.94,7.83,7.634
1,1,4,34.05,1.02,1.076
1,2,3,36.53,5.48,8.132
2,1,2,14.41,8.77,11.838
1,1,2,13.78,6.65,9.111
2,1,3,30.81,2.7,6.235
3,1,3,6.96,4.35,14.001
2,3,2,28.23,3.11,10.724
1,3,2,24.7,3.42,5.17
3,1,4,27.54,4.49,20.026
2,1,1,17.15,2.19,4.318
1,3,3,13.59,6.34,6.08
2,1,2,28.78,3.58,6.085
2,1,3,2.55,0.28,2.817
1,1,1,27.43,2.05,4.976
1,2,2,1.97,9.87,8.399
1,1,1,25.84,8.15,9.195
1,1,2,40.99,4.97,4.355
2,3,3,14.27,8.38,9.636
1,3,2,9.88,3.21,3.729
1,2,2,17.51,3.62,5.34
1,2,1,23.1,5.26,3.509
1,3,2,37.68,2.22,2.071
1,2,4,11.03,8.2,8.017
2,2,3,38.4,4.75,9.878
1,1,1,17.39,1.07,1.396
1,1,2,16.7,2.4,2.756
2,3,3,58.61,5.71,10.123
3,2,2,27.49,6.08,39.593
1,1,2,11.7,7.67,8.829
1,2,4,18.97,4.08,4.818
1,3,4,22.89,6.83,10.131
1,1,1,3.63,2.36,3.614
1,2,2,59.04,6.16,7.366
3,1,2,22.88,3.93,13.428
2,2,4,25.31,7.84,11.459
1,3,1,4.39,8.98,7.261
3,3,1,29.0,7.44,35.846
1,3,2,55.59,6.3,14.633
1,2,2,46.66,1.36,3.258
1,1,1,51.21,6.54,10.219
1,2,4,17.36,5.46,4.978
2,1,1,8.63,0.39,3.818
1,2,1,23.96,1.34,2.499
2,2,1,55.79,3.5,10.027
1,2,1,44.97,4.87,6.224
3,1,1,18.8,9.22,19.301
2,1,1,20.57,2.05,6.839
1,1,1,8.59,0.59,1.121
1,1,2,4.07,7.38,6.655
3,1,2,19.07,7.3,22.863
1,1,2,23.45,7.83,10.166
1,3,5,23.46,7.69,10.649
2,1,5,26.73,6.09,6.675
1,3,2,46.03,5.07,6.16
1,1,1,47.9,1.34,3.226
1,3,2,27.12,8.57,7.131
1,2,1,7.41,7.35,8.683
1,3,3,28.43,8.19,9.112
1,3,2,14.24,10.0,8.537
1,2,1,55.02,9.73,17.116
1,1,2,21.3,2.63,3.011
1,2,4,16.68,8.57,12.835
3,1,2,52.16,7.13,20.525
1,3,3,18.5,9.0,5.305
1,3,3,28.58,9.68,8.965
1,1,2,23.06,3.75,4.875
2,2,1,50.42,4.85,11.793
1,1,2,17.5,1.53,2.184
1,2,1,30.95,0.17,1.518
2,2,2,15.81,8.36,11.051
1,2,1,18.24,8.92,20.163
2,3,4,24.94,1.34,4.237
2,1,3,21.42,1.53,3.555
2,2,1,9.52,1.53,13.49
1,2,3,33.85,3.32,3.391
1,1,3,26.6,9.27,10.179
1,1,3,42.29,4.35,4.241
2,1,1,38.57,6.32,7.344
3,2,2,20.36,2.97,37.162
3,3,2,25.0,0.69,20.589
1,1,1,15.03,4.52,3.87
2,1,2,19.06,4.66,12.688
1,1,1,20.48,4.34,5.114
2,1,4,65.62,2.39,11.02
1,1,5,44.66,3.9,6.861
1,2,1,14.27,0.41,1.127
1,1,1,29.77,8.17,11.082
3,3,1,36.53,5.42,42.336
1,1,4,10.27,8.49,9.334
1,2,1,47.03,8.42,14.385
1,1,3,66.98,6.9,6.836
1,1,3,24.08,4.32,7.499
3,1,1,5.9,2.07,16.114
1,2,3,22.52,4.52,8.376
1,3,2,46.45,5.77,8.116
2,1,1,16.54,4.47,8.778
1,2,4,8.14,7.75,6.496
1,2,2,28.27,9.0,15.554
1,1,1,37.65,8.79,7.502
1,3,2,18.71,4.62,8.442
1,1,2,13.6,8.81,10.416
1,3,2,50.15,4.91,7.159
1,2,1,53.41,3.54,4.7
2,1,2,43.87,8.45,11.252
2,2,1,18.84,6.93,8.764
2,1,2,33.64,4.36,10.093
1,2,1,15.32,3.25,4.969
1,3,2,24.86,1.3,3.302
3,2,3,25.89,2.68,25.139
2,1,1,14.35,0.77,6.785
1,1,1,14.43,4.05,3.772
1,2,3,27.35,3.8,5.319
1,2,1,42.03,4.51,7.72
1,2,1,51.13,6.05,9.586
1,1,2,17.15,6.82,6.895
1,2,2,16.32,4.67,4.213
3,2,1,26.8,8.2,40.642
1,2,3,43.39,2.64,3.366
1,1,1,17.06,0.3,1.583
1,1,3,32.02,2.58,3.786
2,1,3,37.82,0.67,4.084
2,3,1,38.13,7.33,20.029
1,3,3,7.18,4.43,6.126
1,3,2,19.57,4.98,3.663
2,1,5,47.19,0.31,4.046
2,2,3,28.03,2.4,8.65
1,3,1,34.49,2.91,4.543
2,1,2,37.94,5.23,9.065
1,1,2,34.8,4.18,4.313
1,1,3,31.67,4.52,3.89
1,2,2,30.27,2.19,4.341
1,1,3,23.4,3.39,3.536
1,1,1,32.79,3.4,3.515
1,2,5,28.02,4.43,12.019
2,2,1,61.61,8.94,17.379
1,3,1,34.43,8.77,8.312
3,2,1,44.4,9.72,60.508
1,3,4,13.8,8.98,8.996
1,2,3,16.39,5.78,9.719
3,3,2,23.18,4.4,27.607
2,1,4,17.92,2.2,4.637
2,3,1,35.58,7.32,15.911
2,3,1,40.08,6.97,14.337
1,2,1,56.85,4.11,4.796
1,1,2,21.79,9.93,11.693
1,1,2,20.27,0.39,0.745
1,1,1,24.11,6.75,5.447
1,1,1,4.45,2.27,2.584
1,1,1,32.56,8.35,8.604
3,1,1,34.62,6.35,26.228
2,1,2,52.3,7.47,4.852
2,3,2,6.12,2.68,5.889
2,2,1,2.79,5.85,8.548
1,3,1,8.94,6.44,8.351
1,1,2,22.69,7.21,6.988
2,1,3,40.18,6.78,9.414
2,1,2,27.37,2.68,4.439
1,3,2,38.72,6.75,9.201
1,1,5,46.49,8.89,5.963
1,2,3,33.45,9.7,9.871
1,1,1,37.2,3.7,3.867
1,1,4,30.12,4.15,7.455
1,1,2,18.92,3.34,2.458
2,1,2,44.8,7.81,19.315
3,1,2,36.46,4.42,19.624
1,3,2,33.57,0.55,1.356
2,1,4,23.12,7.41,13.344
2,1,1,12.63,8.84,15.012
1,1,2,4.53,6.94,7.858
2,3,1,8.08,0.51,5.409
1,2,3,8.53,1.55,1.662
1,2,1,5.45,2.65,3.017
1,2,2,40.23,4.15,6.48
3,3,4,10.7,8.64,17.45
3,1,1,25.55,7.64,25.142
1,2,1,43.38,4.54,5.482
1,3,2,28.29,6.2,4.943
1,1,2,27.31,8.1,11.674
2,1,1,11.69,7.53,12.853
1,2,1,24.84,7.34,8.333
1,1,1,8.22,1.08,2.498
2,1,1,7.17,7.43,7.736
1,1,3,12.31,8.96,7.756
1,1,1,15.93,0.47,0.96
1,2,2,14.79,2.95,3.761
1,1,1,64.96,9.23,9.941
1,2,5,25.3,3.9,5.805
1,1,3,18.58,3.79,7.558
1,1,2,63.85,5.98,8.962
3,1,3,49.64,5.27,24.014
1,3,1,6.09,8.29,12.642
3,1,1,39.52,0.38,21.89
1,2,2,29.93,6.92,8.3
2,3,2,60.74,4.06,12.463
1,2,1,20.98,4.6,6.406
2,1,2,13.5,4.98,9.904
1,1,3,22.4,8.02,5.002
1,2,4,13.65,5.67,7.36
1,2,4,57.58,2.55,4.214
1,2,2,2.44,3.28,4.153
3,2,2,26.45,8.41,46.624
3,1,2,24.31,4.02,23.593
2,2,1,72.06,7.34,17.034
1,2,3,13.01,6.3,7.361
2,3,1,17.99,2.94,8.548
2,2,4,14.33,1.96,5.692
1,1,1,71.04,6.92,6.082
1,2,1,6.56,5.24,6.625
2,2,1,26.25,7.45,20.568
1,1,3,17.38,7.27,7.426
1,2,1,18.68,3.58,5.509
2,1,2,33.35,9.98,26.583
1,1,1,55.21,9.25,4.968
1,2,2,36.56,4.54,7.512
1,1,2,27.75,3.59,3.424
2,2,5,33.42,4.42,6.841
3,1,1,42.76,1.48,20.828
2,3,1,18.84,6.04,8.715
2,2,1,14.63,9.32,17.738
1,2,2,42.05,2.02,2.344
2,1,3,49.21,7.17,14.242
1,3,1,28.63,6.1,9.468
1,1,5,42.36,1.77,1.376
2,2,1,48.72,5.07,8.552
2,1,3,19.08,9.82,10.885
1,1,2,21.98,3.11,4.902
2,2,4,25.29,9.55,11.345
2,1,2,35.39,5.05,9.059
1,1,2,24.79,9.14,6.64
1,1,1,50.62,9.55,8.09
1,1,1,17.85,3.66,3.355
1,3,3,5.65,7.32,6.725
1,2,1,4.9,6.59,7.595
1,1,3,38.96,5.73,6.709
1,2,1,14.04,2.41,3.886
1,2,1,25.77,5.77,5.107
2,2,2,25.4,1.11,9.827
2,2,1,30.14,7.41,13.08
1,1,2,46.94,9.36,14.864
1,1,4,25.91,3.04,4.318
1,2,1,9.03,4.3,6.296
1,2,1,31.51,2.93,6.329
1,2,1,30.22,4.12,4.458
1,1,2,51.13,3.76,5.591
1,3,3,7.74,9.8,6.01
3,1,4,44.74,0.31,15.997
1,2,1,20.75,6.84,9.16
2,1,1,2.59,7.72,9.316
1,2,1,23.19,1.7,3.061
1,3,1,55.81,5.34,3.74
3,1,2,39.7,3.34,15.294
1,2,4,17.25,2.2,2.98
2,2,1,35.14,3.84,7.6
3,1,3,31.99,1.57,27.218
1,1,2,31.36,7.75,9.825
1,2,4,37.63,0.25,1.184
1,1,4,38.89,7.65,8.792
1,1,4,16.77,0.88,1.456
1,3,2,21.6,4.48,3.937
1,2,1,51.22,2.69,5.347
2,2,1,12.71,6.42,13.581
2,2,1,56.3,9.65,16.065
1,2,2,19.83,2.11,3.614
1,2,5,22.32,6.53,6.765
2,1,2,31.44,4.99,9.648
3,1,2,46.58,7.82,40.746
1,2,1,22.23,5.55,6.772
1,3,2,56.29,4.76,11.455
2,1,1,24.4,8.16,10.491
2,3,1,26.39,9.56,10.788
3,2,1,6.21,9.5,39.567
1,1,4,52.44,1.17,1.316
1,1,1,49.61,9.12,11.63
1,1,4,39.3,6.4,4.934
1,2,2,29.15,9.38,12.856
2,1,2,62.91,7.16,11.759
1,1,3,10.78,2.05,3.83
2,1,4,44.95,7.47,17.159
3,3,1,17.84,1.51,29.512
3,1,1,12.87,4.84,16.45
2,1,1,28.0,1.71,4.293
3,1,2,66.35,7.14,37.501
1,1,1,22.35,3.9,5.347
1,1,2,54.51,9.94,10.888
1,2,1,27.71,7.18,8.065
3,2,5,18.33,9.46,29.008
3,1,3,49.78,9.84,45.022
1,3,3,28.79,8.4,15.13
1,1,2,16.16,6.57,10.933
1,3,1,16.93,6.11,4.559
1,1,1,25.95,5.27,2.714
2,3,2,11.6,2.74,7.581
1,3,4,18.54,7.65,10.685
2,3,1,8.94,3.05,9.132
1,1,2,13.05,3.22,4.781
1,2,3,25.33,6.98,10.559
1,3,1,63.47,5.55,7.261
3,2,4,9.03,8.11,29.102
2,1,4,36.35,4.1,8.254
1,1,1,37.95,6.18,8.743
1,1,2,15.4,2.63,3.028
3,1,1,28.37,7.2,18.833
2,1,2,38.32,5.05,5.541
2,2,4,23.71,0.3,4.013
2,1,1,22.73,7.89,8.309
2,1,4,19.51,1.73,3.941
1,1,5,24.29,2.59,3.694
2,3,2,4.14,7.74,12.313
1,2,1,35.88,2.32,3.717
1,2,1,12.92,3.38,5.213
3,2,2,17.98,3.0,22.864
3,2,1,7.06,1.84,35.832
1,1,1,16.14,2.88,3.768
1,2,1,70.21,2.76,4.351
2,1,2,35.19,9.06,15.996
3,2,1,16.24,5.67,16.537
2,1,1,5.5,1.46,4.752
1,3,2,16.4,8.25,8.145
1,2,1,63.89,4.97,5.608
2,1,1,27.86,6.22,8.59
2,2,1,16.19,2.97,10.252
2,1,1,18.48,5.66,8.303
2,1,1,49.68,6.51,17.238
1,3,1,49.76,3.51,3.114
1,2,2,55.59,8.62,10.897
2,2,1,33.62,8.1,11.289
1,1,1,13.56,7.48,11.417
2,1,3,32.19,1.63,5.383
2,1,2,8.7,3.67,5.218
2,2,1,43.71,0.29,10.268
1,2,4,20.3,4.01,6.567
2,1,3,31.97,3.99,6.592
1,1,2,44.2,1.83,2.612
1,1,2,25.69,5.84,7.128
1,1,1,22.34,2.93,3.615
1,1,2,30.19,9.86,14.709
3,1,2,17.34,3.0,18.419
3,1,5,25.86,3.39,14.298
1,1,5,41.79,1.37,2.217
2,1,1,34.51,7.4,12.448
1,2,5,32.66,6.0,6.915
2,3,3,18.7,2.7,5.65
2,1,2,74.79,3.22,11.756
1,1,4,38.94,2.1,2.993
1,2,1,70.67,2.0,5.425
1,1,1,32.5,2.62,2.081
1,1,4,37.84,8.76,10.951
3,1,1,34.48,0.27,21.117
1,1,3,60.61,1.4,2.947
1,3,3,7.6,1.45,1.597
1,3,4,52.85,6.37,7.099
3,1,1,22.44,8.84,28.228
1,1,2,10.29,3.04,3.767
2,3,1,23.91,4.14,10.542
2,2,4,42.21,1.77,6.795
1,3,2,41.35,2.32,2.136
1,2,2,16.46,4.72,3.041
1,1,4,17.86,8.77,7.192
1,1,2,34.54,8.07,6.736
2,1,2,33.44,6.16,13.003
2,3,2,25.61,5.58,13.113
1,1,2,51.17,6.52,10.105
1,2,3,30.46,4.15,5.105
1,2,3,17.41,3.89,3.264
1,3,1,37.03,5.66,5.813
2,2,1,36.98,0.66,13.166
2,1,2,8.69,9.06,9.597
2,1,1,17.55,5.8,10.517
1,2,3,32.99,5.7,6.746
1,3,2,42.55,4.28,4.765
1,2,1,17.78,8.74,9.464
3,2,2,8.19,0.99,31.863
2,3,1,24.29,5.36,6.524
3,1,3,5.63,3.3,15.999
1,1,1,30.52,2.33,1.726
1,3,1,27.22,8.28,8.535
2,2,1,23.31,7.55,16.252
1,3,2,27.88,6.82,9.353
2,1,3,30.29,1.77,5.2
1,2,2,6.96,7.16,7.871
3,1,1,24.1,3.45,23.563
1,1,2,30.98,6.34,11.508
3,1,2,22.45,5.35,23.045
1,2,3,21.87,2.92,2.157
1,1,1,48.47,4.17,5.748
1,1,3,48.89,4.11,6.922
1,1,2,20.48,5.17,6.044
3,1,2,29.8,8.16,19.723
3,2,2,18.98,4.93,42.135
3,2,1,48.48,9.43,49.465
3,2,1,8.41,4.53,24.857
2,1,3,44.33,8.16,11.63
1,1,2,28.54,4.33,6.377
2,1,2,8.37,5.84,8.782
1,2,2,50.8,3.1,3.839
2,3,1,55.88,9.49,20.494
1,1,1,34.27,4.44,6.31
2,3,2,19.63,2.53,5.109
1,1,1,14.16,5.77,5.918
1,2,4,18.63,6.76,6.201
1,2,1,29.59,7.52,9.333
1,2,2,59.68,1.17,5.495
1,2,1,16.09,1.54,3.892
1,1,4,22.84,2.74,3.242
1,2,3,32.64,5.34,4.121
1,1,1,12.34,3.98,4.69
1,2,2,63.2,9.87,10.96
2,1,5,22.87,9.29,8.655
1,1,2,8.74,1.36,2.409
1,3,1,24.34,0.45,1.756
1,1,3,14.25,7.95,8.561
1,1,1,44.49,7.59,8.012
1,1,1,17.73,7.38,6.4
2,2,3,13.31,7.98,13.619
1,2,5,33.67,8.09,10.809
1,3,1,33.6,4.34,6.329
1,2,1,15.58,3.4,4.829
1,1,1,32.66,9.28,16.561
1,1,4,14.53,8.33,9.66
2,1,4,31.38,0.97,3.185
1,2,4,23.7,3.61,3.819
2,3,1,6.4,0.14,3.468
1,1,1,31.43,3.28,7.343
1,1,2,3.86,7.07,9.075
1,2,1,9.8,2.61,5.085
1,2,1,16.62,1.25,2.559
1,2,1,3.4,1.6,2.932
2,1,3,34.62,1.36,3.415
2,1,2,21.81,3.19,5.822
1,1,3,41.37,6.13,6.189
1,1,1,7.01,0.16,0.65
2,2,3,64.7,7.94,20.424
1,1,2,31.15,0.48,3.157
1,1,1,42.11,8.86,6.579
2,3,2,11.67,8.92,14.4
1,2,3,35.12,4.18,4.541
1,1,1,18.87,4.12,5.149
1,3,3,4.66,3.74,6.268
2,1,2,21.74,4.24,4.724
1,2,2,13.72,2.61,2.81
2,1,4,23.38,6.21,7.853
1,3,3,16.75,8.08,8.814
1,1,2,23.62,2.25,2.427
1,1,1,16.03,4.84,5.172
2,3,2,28.26,8.27,16.001
1,2,3,25.98,3.92,3.623
2,1,5,11.04,4.05,5.066
1,1,3,20.27,6.39,5.77
1,1,3,38.61,4.02,6.602
1,1,2,29.98,7.63,7.505
1,2,3,23.59,8.01,7.769
1,1,1,11.63,2.51,2.992
2,3,2,17.04,7.98,11.953
3,2,2,15.17,2.75,38.33
2,3,2,17.71,5.35,10.29
1,2,2,36.92,8.14,16.578
1,1,5,23.36,9.06,8.258
2,2,4,11.07,5.84,11.882
1,1,3,37.6,1.13,2.677
2,1,3,36.16,6.22,6.474
2,3,3,51.3,6.93,7.591
1,2,2,14.65,8.38,8.533
3,1,1,3.77,0.22,23.162
2,1,4,21.12,5.35,7.963
1,1,1,21.63,4.43,5.53
3,2,3,19.6,7.66,28.59
1,1,1,49.64,2.68,4.289
1,3,2,20.83,9.53,10.701
1,2,1,38.37,5.25,4.496
1,1,3,17.13,2.63,1.814
1,2,4,22.67,2.39,4.452
3,3,1,7.52,5.74,15.434
1,3,1,5.58,3.01,3.463
1,1,4,19.98,3.15,3.113
2,1,1,5.99,8.71,11.387
1,2,3,35.33,2.58,3.612
2,3,3,37.52,1.08,7.724
1,3,3,31.72,1.71,2.713
3,1,1,54.1,8.15,52.541
2,2,3,26.57,6.22,9.999
1,1,5,8.3,8.87,8.871
1,1,1,43.07,9.92,7.505
1,1,3,32.07,7.58,7.244
3,1,1,47.43,4.12,31.051
2,2,5,27.94,4.26,4.503
1,1,1,59.59,2.08,3.667
1,2,1,24.24,7.3,6.109
2,2,1,33.43,0.19,5.829
1,1,5,8.97,9.87,12.858
2,2,2,22.28,9.88,11.911
2,1,1,23.1,6.32,7.932
1,1,1,14.49,5.81,7.747
1,3,4,20.88,2.9,3.589
1,1,1,5.33,5.45,4.297
1,1,2,41.08,4.35,4.604
3,2,2,11.75,0.39,23.304
2,1,3,45.37,7.51,10.993
2,1,2,29.69,0.99,4.424
1,2,3,14.97,1.77,2.313
1,2,1,45.47,3.98,14.636
2,2,2,25.31,8.11,12.526
1,3,1,22.81,9.77,11.822
1,1,2,16.98,6.53,4.429
1,1,2,22.16,6.99,6.484
2,1,2,8.41,3.11,6.04
2,1,4,41.12,0.33,2.14
1,3,4,18.19,3.78,3.926
2,2,1,40.67,9.5,18.321
1,1,2,69.14,2.95,2.504
1,1,3,47.35,9.54,8.297
1,1,5,30.13,7.09,7.527
2,2,1,41.81,0.47,10.119
1,1,2,18.74,7.76,9.79
1,3,2,35.78,4.34,5.256
1,1,1,10.2,0.89,1.485
2,1,2,52.96,9.37,22.267
2,3,1,30.38,8.72,21.948
1,3,1,26.97,8.75,15.46
3,1,3,9.85,7.76,20.84
1,1,1,24.83,6.61,6.865
1,3,1,35.79,6.81,8.041
1,2,2,12.91,7.4,6.559
2,2,2,9.98,4.79,8.691
1,2,2,15.96,6.69,7.223
1,3,5,71.75,2.43,3.966
1,2,2,10.21,0.3,1.598
1,1,1,21.0,6.8,10.752
2,1,1,26.46,6.22,15.271
3,2,2,5.35,4.62,27.287
1,1,1,27.3,9.32,10.503
2,1,4,18.35,6.78,12.306
1,2,2,29.02,2.11,3.448
1,1,2,41.87,1.27,1.461
1,3,4,25.03,4.99,7.291
3,1,3,26.47,4.75,15.662
1,2,3,39.23,1.92,2.036
2,2,2,21.96,2.53,6.563
1,1,1,61.74,9.9,13.254
2,1,2,37.38,1.23,5.188
1,1,1,14.78,9.68,9.216
3,2,2,31.01,1.52,60.055
2,2,4,14.55,6.91,8.226
1,1,2,41.07,5.89,5.546
2,1,1,22.65,0.28,3.501
2,3,1,47.76,5.88,7.853
1,1,4,22.45,5.16,5.109
1,3,1,17.84,8.7,6.503
2,1,2,15.93,5.15,9.442
2,1,3,39.35,4.26,8.0
1,2,1,31.71,2.59,4.184
2,1,3,26.41,0.46,4.55
1,3,1,43.3,3.77,4.867
1,2,3,31.95,3.55,2.915
1,2,1,51.14,6.99,7.739
1,2,1,27.32,3.48,5.895
1,2,1,6.13,0.14,1.105
1,2,4,48.27,4.87,6.278
1,2,2,44.86,5.45,5.42
1,3,3,20.18,5.47,4.983
2,2,2,26.26,1.52,7.343
1,1,3,9.29,4.92,6.847
2,1,2,22.33,0.58,3.165
1,1,2,12.89,6.28,9.263
1,1,2,30.79,6.06,6.455
1,1,1,16.02,6.52,6.423
2,1,4,5.82,2.95,4.187
1,1,4,35.75,3.07,3.675
1,3,1,33.53,1.29,2.324
2,2,4,23.16,5.3,8.496
2,1,1,21.88,1.54,3.872
2,3,2,4.49,6.84,6.648
1,3,3,23.88,1.88,2.373
1,3,1,33.66,9.36,10.287
1,1,1,40.68,0.19,1.616
2,1,3,18.0,1.11,3.731
1,1,2,17.65,1.09,2.198
1,2,2,18.38,5.82,5.904
1,2,3,8.14,1.14,1.657
1,2,1,13.97,8.19,4.508
2,2,1,31.07,4.0,9.858
1,3,5,14.27,5.06,7.05
1,2,2,14.41,2.16,1.944
1,3,2,6.7,9.57,10.093
1,3,1,17.79,8.54,11.123
1,1,5,48.13,0.77,0.874
1,3,1,53.75,3.58,5.927
2,1,1,14.34,0.54,3.244
2,1,1,12.16,6.93,14.941
3,3,3,12.4,0.86,12.668
3,1,1,32.17,0.21,24.052
1,1,1,11.3,4.13,2.929
1,3,2,16.51,0.66,1.778
1,1,2,24.11,5.24,5.536
2,1,1,24.17,4.6,9.044
1,1,2,12.16,4.03,3.178
1,2,1,31.13,8.57,8.732
1,1,1,11.2,2.61,3.866
1,1,1,6.51,6.46,6.957
2,3,5,21.87,2.42,4.031
2,1,2,52.62,3.72,13.336
1,2,1,29.73,5.54,6.95
3,1,1,22.34,5.65,27.639
1,2,1,41.34,5.09,4.182
1,2,2,7.79,8.52,9.005
1,1,3,17.52,5.26,4.717
2,1,1,4.56,5.36,7.676
1,1,4,44.39,6.87,15.272
1,1,1,10.57,5.96,7.875
3,1,1,23.47,9.23,25.393
1,1,1,32.33,9.14,8.995
1,1,1,37.18,8.39,6.071
2,1,3,31.91,9.38,8.951
3,1,2,30.7,1.2,20.558
2,3,3,31.87,1.62,5.105
3,1,1,51.07,2.84,23.236
1,2,1,18.92,7.82,4.982
2,2,2,6.73,7.97,12.549
2,1,2,13.49,3.48,11.845
1,1,1,45.24,4.34,6.392
1,1,1,24.66,2.91,3.2
3,2,5,21.0,4.99,21.962
1,1,2,23.95,0.5,0.941
1,1,1,8.88,3.59,6.4
2,3,3,11.47,8.81,14.953
3,2,1,12.93,3.9,34.551
3,1,3,23.9,4.22,14.478
2,3,4,21.21,6.36,11.126
1,1,1,16.31,8.86,10.586
3,1,5,7.95,9.22,19.891
1,1,1,7.34,2.68,3.766
2,3,1,14.14,0.9,5.111
1,1,2,8.35,7.62,5.71
2,2,3,25.05,3.6,8.825
1,2,1,36.61,1.04,2.147
2,2,1,16.54,8.64,10.593
1,1,1,27.19,7.62,5.182
1,1,1,24.19,0.81,1.428
1,2,1,25.41,7.81,6.515
1,1,1,36.13,6.96,4.694
2,2,5,26.8,1.71,6.615
1,1,3,6.17,4.78,6.717
1,2,5,26.9,5.06,7.09
1,2,1,42.37,2.99,6.516
1,2,1,8.09,5.6,5.119
2,1,2,18.75,7.81,10.348
1,1,2,23.92,4.84,5.451
1,1,2,16.16,4.14,5.146
1,1,1,33.37,7.35,8.264
1,2,3,26.1,7.93,5.755
2,1,2,41.21,0.46,3.541
1,1,1,34.95,4.3,5.212
1,1,2,52.76,4.06,4.322
2,1,1,17.11,7.9,13.25
1,2,1,21.19,9.61,12.143
1,2,5,23.71,4.48,8.096
1,1,2,37.26,0.32,1.226
3,1,1,35.46,4.0,32.507
1,2,1,25.62,6.51,6.346
1,2,1,19.9,6.07,10.547
3,3,4,7.96,5.03,24.355
2,3,3,15.24,7.68,10.4
2,3,2,17.36,5.18,8.188
2,3,5,29.49,7.41,9.231
1,3,1,29.08,0.52,0.967
2,2,4,37.68,1.05,4.482
2,2,2,23.47,4.62,11.586
1,2,3,29.6,8.81,13.731
1,1,4,45.01,9.8,13.546
1,1,2,41.37,6.18,5.143
3,3,1,49.91,7.63,57.201
1,2,1,29.21,3.73,6.622
1,1,1,43.63,7.85,9.496
2,1,1,16.22,8.35,15.897
2,1,1,47.43,4.27,19.4
1,1,2,28.23,3.06,3.51
2,2,1,19.43,7.98,12.877
1,2,4,36.3,0.31,1.074
2,1,1,49.14,6.09,9.726
1,1,1,36.65,8.13,11.451
1,1,1,60.99,9.61,6.388
2,1,5,8.38,6.62,6.007
1,1,2,43.14,2.3,3.511
1,2,1,65.74,8.63,10.372
1,1,1,37.89,5.37,8.522
2,3,1,6.63,8.94,9.777
2,2,5,7.58,0.23,3.078
2,1,2,66.2,6.66,11.644
3,1,1,45.95,6.22,35.751
3,1,1,26.08,1.53,18.066
1,1,1,41.28,8.71,7.393
1,3,2,37.0,3.52,5.013
2,2,2,27.74,1.05,6.87
3,2,3,8.0,9.13,27.529
3,2,1,13.94,7.72,27.073
2,3,1,21.82,1.41,7.514
1,3,2,51.3,6.61,7.007
3,1,3,11.71,2.51,14.651
3,1,2,16.95,3.29,20.193
2,1,3,39.92,3.67,5.173
2,1,3,23.38,6.26,10.543
1,2,4,35.56,7.3,10.177
3,1,1,34.51,9.32,22.961
1,2,4,6.38,8.76,8.652
2,1,3,34.34,8.91,9.389
1,2,2,86.43,8.9,10.73
1,1,2,8.87,3.61,4.746
1,1,1,17.07,4.48,3.752
1,3,2,46.43,1.83,2.909
1,1,3,32.07,5.68,6.684
3,2,5,48.97,4.02,31.222
1,3,2,10.05,9.72,7.925
2,1,5,57.42,0.52,2.937
1,1,1,34.73,4.91,5.56
1,1,5,38.92,8.24,6.838
2,1,2,15.18,6.6,6.533
2,3,2,19.01,8.66,16.73
1,3,2,37.43,9.63,9.563
2,1,5,11.98,7.73,8.926
2,2,1,19.43,4.26,10.476
1,3,2,18.11,1.98,3.765
3,1,4,12.95,3.08,16.588
2,1,1,35.69,0.16,4.555
2,3,2,17.0,0.36,2.731
1,2,2,31.48,6.61,12.573
1,1,3,33.56,8.81,9.389
1,1,4,22.8,3.6,2.432
2,1,1,0.51,5.4,10.352
2,2,2,64.47,9.84,14.08
1,2,2,18.72,8.39,7.896
2,1,2,28.3,8.77,9.587
1,2,1,30.49,1.99,1.657
1,1,1,7.54,6.74,6.799
3,2,2,12.51,4.56,37.32
1,2,1,44.29,0.6,2.191
1,1,3,36.58,7.25,6.717
1,1,1,5.68,2.63,2.843
1,1,4,72.49,6.19,6.153
2,2,4,25.09,4.32,6.156
3,2,2,20.13,1.45,30.741
1,1,4,5.41,6.08,7.739
1,3,5,7.56,7.83,10.037
1,3,3,25.78,2.95,4.387
1,1,2,7.29,5.96,7.238
1,1,2,42.79,6.81,6.884
1,2,3,26.8,5.0,6.958
